player,pos,salary,date
Richard Jefferson,SF/PF,3000,2017-10-17
Jonathan Holmes,PF,3000,2017-10-17
Isaiah Taylor,PG,3000,2017-10-17
Kevon Looney,SF/PF,3000,2017-10-17
Damian Jones,C,3000,2017-10-17
David West,PF,3100,2017-10-17
Kay Felder,PG,3000,2017-10-17
John Holland,SG,3000,2017-10-17
Michael Gbinije,PG/SG,3000,2017-10-17
Demetrius Jackson,PG,3000,2017-10-17
Darrell Arthur,PF,3000,2017-10-18
Davon Reed,SG,3000,2017-10-18
Jared Dudley,PF,3000,2017-10-18
Alec Peters,PF,3000,2017-10-18
Mike James,PG,3000,2017-10-18
Troy Daniels,SG,3000,2017-10-18
Derrick Jones Jr.,SF,3000,2017-10-18
Dragan Bender,PF/C,3000,2017-10-18
Eric Griffin,SF/PF,3000,2017-10-18
Nate Wolters,PG,3000,2017-10-18
Royce O'Neale,SF/PF,3000,2017-10-18
Dante Exum,PG/SG,3000,2017-10-18
Brandon Knight,PG/SG,3000,2017-10-18
Ekpe Udoh,PF/C,3000,2017-10-18
Tony Bradley,PF/C,3000,2017-10-18
Edmond Sumner,PG,3000,2017-10-18
Meyers Leonard,PF/C,3000,2017-10-18
Monte Morris,PG,3000,2017-10-18
Jordan Mickey,PF/C,3000,2017-10-18
Jacob Wiley,PG,3000,2017-10-18
Tyler Zeller,C,3000,2017-10-18
Yakuba Ouattara,SG,3000,2017-10-18
Isaiah Whitehead,PG/SG,3000,2017-10-18
Pat Connaughton,SG/SF,3000,2017-10-18
Joe Harris,SG/SF,3000,2017-10-18
Damien Wilkins,SG,3000,2017-10-18
Joseph Young,SG,3000,2017-10-18
Ike Anigbogu,PF/C,3000,2017-10-18
Alex Poythress,SF,3000,2017-10-18
Jake Layman,SF/PF,3000,2017-10-18
C.J. Wilcox,SG/SF,3000,2017-10-18
Quincy Acy,PF/C,3000,2017-10-18
Malik Beasley,PG,3000,2017-10-18
Mangok Mathiang,PF,3000,2017-10-18
Torrey Craig,SG,3000,2017-10-18
Johnny O'Bryant,PF/C,3000,2017-10-18
Julyan Stone,PG/SG,3000,2017-10-18
Marcus Paige,PG,3000,2017-10-18
Dwight Buyks,PG/SG,3000,2017-10-18
Eric Moreland,PF/C,3000,2017-10-18
Langston Galloway,PG/SG,3000,2017-10-18
Treveon Graham,SG/SF,3000,2017-10-18
Anthony Tolliver,SF/PF,3000,2017-10-18
Luis Montero,SF,3000,2017-10-18
Dillon Brooks,SG/SF,3100,2017-10-18
D.J. Augustin,PG/SG,3100,2017-10-18
Ed Davis,PF/C,3100,2017-10-18
Raulzinho Neto,PG,3100,2017-10-18
Matthew Dellavedova,PG/SG,3100,2017-10-18
Reggie Bullock,SG/SF,3000,2017-10-18
Tyler Lydon,PF,3000,2017-10-18
Matt Williams,SG,3000,2017-10-18
Guerschon Yabusele,PF/C,3000,2017-10-18
Jameer Nelson,PG/SG,3000,2017-10-18
Trey Lyles,SF/PF,3000,2017-10-18
DeAndre Liggins,PG/SG,3000,2017-10-18
D.J. Wilson,SF/PF,3000,2017-10-18
Jason Terry,PG/SG,3000,2017-10-18
Sterling Brown,SG,3000,2017-10-18
Dwayne Bacon,SG/SF,3000,2017-10-18
Mirza Teletovic,SF/PF,3000,2017-10-18
Shane Larkin,PG,3000,2017-10-18
Semi Ojeleye,SG/SF,3000,2017-10-18
Kadeem Allen,SG,3000,2017-10-18
Abdel Nader,PF,3000,2017-10-18
Jabari Bird,SG,3000,2017-10-18
Daniel Theis,PF/C,3000,2017-10-18
Rashad Vaughn,PG/SG,3000,2017-10-18
Okaro White,SF/PF,3000,2017-10-18
Michael Young,PF,3000,2017-10-18
Bam Adebayo,PF/C,3000,2017-10-18
Henry Ellenson,PF/C,3100,2017-10-18
Alexis Ajinca,C,3000,2017-10-18
Ivan Rabb,PF/C,3000,2017-10-18
Vince Hunter,PF,3000,2017-10-18
Kobi Simmons,PG/SG,3000,2017-10-18
Wayne Selden,SG/SF,3000,2017-10-18
Deyonta Davis,PF/C,3000,2017-10-18
Malcolm Delaney,PG/SG,3000,2017-10-18
Miles Plumlee,C,3000,2017-10-18
Tyler Dorsey,PG/SG,3000,2017-10-18
Nicolas Brussino,SG/SF,3000,2017-10-18
Josh Magette,PG,3000,2017-10-18
Luke Babbitt,SF/PF,3000,2017-10-18
Maxi Kleber,PF,3000,2017-10-18
Jeff Withey,C,3000,2017-10-18
Dorian Finney-Smith,SF,3000,2017-10-18
Johnathan Motley,SF,3000,2017-10-18
Darrun Hilliard,SG,3000,2017-10-18
Brandon Paul,PG/SG,3000,2017-10-18
Joffrey Lauvergne,PF/C,3000,2017-10-18
Derrick White,PG/SG,3000,2017-10-18
Matt Costello,PF,3000,2017-10-18
Cole Aldrich,C,3000,2017-10-18
Frank Jackson,PG,3000,2017-10-18
Anthony Brown,SG/SF,3000,2017-10-18
Marcus Georges-Hunt,SG/SF,3000,2017-10-18
Justin Patton,C,3000,2017-10-18
Tyus Jones,PG/SG,3000,2017-10-18
Salah Mejri,C,3000,2017-10-18
Devin Harris,PG/SG,3000,2017-10-18
Josh McRoberts,PF/C,3000,2017-10-18
Aaron Brooks,PG/SG,3000,2017-10-18
Dante Cunningham,SF/PF,3000,2017-10-18
Darius Miller,SF,3000,2017-10-18
Solomon Hill,SF/PF,3000,2017-10-18
Tomas Satoransky,PG/SG,3000,2017-10-18
Nik Stauskas,PG/SG,3000,2017-10-18
Jacob Pullen,PG,3000,2017-10-18
James McAdoo,SF/PF,3000,2017-10-18
Justin Anderson,SF/PF,3000,2017-10-18
Furkan Korkmaz,SG/SF,3000,2017-10-18
Chris McCullough,PF/C,3000,2017-10-18
Jamel Artis,SG/SF,3000,2017-10-18
Marreese Speights,PF/C,3000,2017-10-18
Adreian Payne,PF,3000,2017-10-18
Shelvin Mack,PG,3000,2017-10-18
Wesley Iwundu,SG/SF,3000,2017-10-18
A.J. Hammons,C,3000,2017-10-18
Udonis Haslem,PF/C,3000,2017-10-18
Khem Birch,PF,3000,2017-10-18
Derrick Walton Jr.,PG,3000,2017-10-18
Sheldon McClellan,SG,3000,2017-10-18
Mike Scott,PF,3000,2017-10-18
Jalen Jones,SF,3000,2017-10-18
Charles Cooke,SG,3000,2017-10-18
Malachi Richardson,SG/SF,3000,2017-10-18
JaKarr Sampson,SF/PF,3000,2017-10-18
Georgios Papagiannis,C,3000,2017-10-18
Vince Carter,SG,3000,2017-10-18
Carrick Felix,SG,3000,2017-10-18
Jack Cooley,PF,3000,2017-10-18
Frank Mason III,PG/SG,3000,2017-10-18
Demetrius Jackson,PG,3000,2017-10-18
Chinanu Onuaku,PF/C,3000,2017-10-18
Troy Williams,SG,3000,2017-10-18
Zhou Qi,PF,3000,2017-10-18
Devin Robinson,SG,3000,2017-10-18
Harry Giles,PF/C,3000,2017-10-18
Omer Asik,C,3000,2017-10-18
Anthony Davis,PF/C,10500,2017-10-18
Jarell Martin,PF,3200,2017-10-18
Dirk Nowitzki,PF/C,5200,2017-10-18
JaMychal Green,SF/PF,5200,2017-10-18
Marcin Gortat,C,5200,2017-10-18
James Johnson,PF,5200,2017-10-18
Nerlens Noel,C,5300,2017-10-18
Tyreke Evans,SG/SF,5300,2017-10-18
Darren Collison,PG,5300,2017-10-18
T.J. Warren,SF,5300,2017-10-18
Will Barton,SG/SF,5300,2017-10-18
Reggie Jackson,PG,5300,2017-10-18
Rajon Rondo,PG,5400,2017-10-18
Greg Monroe,PF/C,5400,2017-10-18
Rudy Gay,SF/PF,5500,2017-10-18
George Hill,PG/SG,5500,2017-10-18
Evan Turner,SG/SF,5500,2017-10-18
Derrick Favors,PF/C,5500,2017-10-18
Avery Bradley,PG/SG,5500,2017-10-18
Kent Bazemore,SG/SF,5600,2017-10-18
Zach Randolph,PF/C,5600,2017-10-18
Dion Waiters,SG/SF,5600,2017-10-18
Jamal Murray,PG/SG,5600,2017-10-18
Tobias Harris,SF/PF,5600,2017-10-18
Harrison Barnes,SF/PF,5700,2017-10-18
Malcolm Brogdon,PG/SG,5100,2017-10-18
Marquese Chriss,PF/C,5100,2017-10-18
Al-Farouq Aminu,SF/PF,5100,2017-10-18
Evan Fournier,SG/SF,5100,2017-10-18
Allen Crabbe,SG/SF,4600,2017-10-18
Maurice Harkless,SF/PF,4600,2017-10-18
Frank Kaminsky,PF/C,4600,2017-10-18
Patrick Mills,PG,4700,2017-10-18
Kyle Anderson,SG/SF,4700,2017-10-18
Ersan Ilyasova,SF/PF,4800,2017-10-18
Skal Labissiere,PF/C,4800,2017-10-18
Eric Gordon,SG,4800,2017-10-18
Tyler Johnson,PG/SG,4800,2017-10-18
Kelly Olynyk,PF/C,4800,2017-10-18
Lance Stephenson,SG/SF,4800,2017-10-18
De'Aaron Fox,PG,5700,2017-10-18
Wesley Matthews,SG/SF,4900,2017-10-18
Josh Richardson,SG/SF,4900,2017-10-18
Josh Jackson,SF/PF,4900,2017-10-18
Taurean Prince,SG/SF,5000,2017-10-18
Markieff Morris,SF/PF,5000,2017-10-18
Robert Covington,SG/SF,5000,2017-10-18
Rondae Hollis-Jefferson,SF/PF,5000,2017-10-18
Wilson Chandler,SF/PF,5000,2017-10-18
Jabari Parker,SF/PF,5000,2017-10-18
Marcus Smart,PG/SG,5000,2017-10-18
Marvin Williams,SF/PF,5000,2017-10-18
Buddy Hield,SG/SF,5100,2017-10-18
Trevor Ariza,SF/PF,4900,2017-10-18
John Collins,PF/C,4600,2017-10-18
Otto Porter,SF/PF,5700,2017-10-18
Thaddeus Young,PF,5700,2017-10-18
Joel Embiid,C,7300,2017-10-18
Dennis Schroder,PG,7400,2017-10-18
Nikola Vucevic,C,7400,2017-10-18
Jusuf Nurkic,C,7500,2017-10-18
Eric Bledsoe,PG/SG,7600,2017-10-18
Andre Drummond,C,7600,2017-10-18
Mike Conley,PG,7700,2017-10-18
Myles Turner,C,7700,2017-10-18
Marc Gasol,C,7800,2017-10-18
Kemba Walker,PG,7900,2017-10-18
Chris Paul,PG,8000,2017-10-18
Jimmy Butler,SG,8100,2017-10-18
Kawhi Leonard,SF/PF,8200,2017-10-18
Hassan Whiteside,C,8400,2017-10-18
Kyrie Irving,PG,8500,2017-10-18
Rudy Gobert,C,8800,2017-10-18
Nikola Jokic,PF/C,9100,2017-10-18
Karl-Anthony Towns,C,9400,2017-10-18
John Wall,PG,9800,2017-10-18
DeMarcus Cousins,PF/C,10000,2017-10-18
James Harden,SG,10200,2017-10-18
Giannis Antetokounmpo,PG/SF,10300,2017-10-18
Damian Lillard,PG,10400,2017-10-18
LaMarcus Aldridge,PF/C,7300,2017-10-18
Paul Millsap,PF,7200,2017-10-18
C.J. McCollum,SG,7200,2017-10-18
Goran Dragic,PG,7100,2017-10-18
Gary Harris,SG,5700,2017-10-18
Jeremy Lamb,SG/SF,5700,2017-10-18
Pau Gasol,PF/C,5800,2017-10-18
Jeff Teague,PG,5800,2017-10-18
Clint Capela,C,5800,2017-10-18
Rodney Hood,SG/SF,5800,2017-10-18
Willie Cauley-Stein,PF/C,5900,2017-10-18
Andrew Wiggins,SF/PF,6000,2017-10-18
Markelle Fultz,PG/SG,6100,2017-10-18
Al Horford,PF/C,6200,2017-10-18
Jeremy Lin,SG,6300,2017-10-18
Dario Saric,SF/PF,5700,2017-10-18
Khris Middleton,SG/SF,6400,2017-10-18
D'Angelo Russell,PG,6600,2017-10-18
Gordon Hayward,SF,6700,2017-10-18
Dennis Smith Jr.,PG/SG,6800,2017-10-18
Victor Oladipo,SG,6800,2017-10-18
Aaron Gordon,SF/PF,6900,2017-10-18
Jrue Holiday,PG,7000,2017-10-18
Bradley Beal,SG,7000,2017-10-18
Devin Booker,SG,7000,2017-10-18
Ricky Rubio,PG,7000,2017-10-18
Ben Simmons,PG/SF,7100,2017-10-18
Elfrid Payton,PG,7100,2017-10-18
Dwight Howard,C,6500,2017-10-18
James Ennis,SG/SF,3200,2017-10-18
Michael Kidd-Gilchrist,SF,4500,2017-10-18
J.J. Redick,SG,4500,2017-10-18
Ian Clark,PG/SG,3500,2017-10-18
Kosta Koufos,C,3500,2017-10-18
P.J. Tucker,SF/PF,3500,2017-10-18
Nene Hilario,C,3500,2017-10-18
Timothe Luwawu-Cabarrot,SG/SF,3500,2017-10-18
Mario Hezonja,SG,3500,2017-10-18
Spencer Dinwiddie,PG/SG,3500,2017-10-18
Al Jefferson,PF/C,3500,2017-10-18
Noah Vonleh,PF/C,3500,2017-10-18
John Henson,C,3500,2017-10-18
Manu Ginobili,SG/SF,3600,2017-10-18
Ben McLemore,SG/SF,3600,2017-10-18
Andrew Harrison,PG/SG,3600,2017-10-18
E'Twaun Moore,SG/SF,3600,2017-10-18
Amir Johnson,PF/C,3600,2017-10-18
Alec Burks,PG/SG,3600,2017-10-18
Tony Snell,SG/SF,3600,2017-10-18
Tony Parker,PG,3700,2017-10-18
Davis Bertans,SF/PF,3700,2017-10-18
Jamal Crawford,SG,3700,2017-10-18
Bobby Brown,PG,3700,2017-10-18
Tim Frazier,PG,3700,2017-10-18
Jonas Jerebko,SF/PF,3700,2017-10-18
Tony Allen,SG/SF,3500,2017-10-18
Mario Chalmers,PG,3500,2017-10-18
Mike Muscala,C,3500,2017-10-18
Bryn Forbes,PG/SG,3500,2017-10-18
Luc Mbah a Moute,SF/PF,3200,2017-10-18
Rodney McGruder,SG/SF,3200,2017-10-18
TJ Leaf,SF/PF,3200,2017-10-18
Domantas Sabonis,PF/C,3200,2017-10-18
Thabo Sefolosha,SG/SF,3200,2017-10-18
Michael Carter-Williams,PG,3200,2017-10-18
Luke Kennard,SG,3200,2017-10-18
Nemanja Bjelica,SF/PF,3300,2017-10-18
Marco Belinelli,SG,3300,2017-10-18
DeAndre Bembry,SG/SF,3300,2017-10-18
Tarik Black,PF/C,3300,2017-10-18
Mason Plumlee,PF/C,3700,2017-10-18
Jodie Meeks,SG,3300,2017-10-18
Wayne Ellington,SG/SF,3300,2017-10-18
Shabazz Napier,PG/SG,3300,2017-10-18
Aron Baynes,C,3300,2017-10-18
Dwight Powell,PF/C,3400,2017-10-18
Gian Clavell,PG,3400,2017-10-18
Brandan Wright,PF/C,3400,2017-10-18
Cheick Diallo,PF,3400,2017-10-18
Justin Jackson,SG/SF,3400,2017-10-18
T.J. McConnell,PG,3400,2017-10-18
Zach Collins,PF/C,3400,2017-10-18
Alan Williams,PF/C,3400,2017-10-18
Arron Afflalo,SG/SF,3300,2017-10-18
Joe Ingles,SG/SF,4500,2017-10-18
Malik Monk,PG/SG,3700,2017-10-18
Garrett Temple,PG/SF,3800,2017-10-18
Chandler Parsons,SF/PF,4100,2017-10-18
Caris LeVert,PG/SF,4100,2017-10-18
Alex Len,PF/C,4100,2017-10-18
Jayson Tatum,SF/PF,4100,2017-10-18
Cody Zeller,C,4100,2017-10-18
Ishmael Smith,PG,4100,2017-10-18
Ryan Anderson,PF,4200,2017-10-18
Tyson Chandler,C,4200,2017-10-18
Juan Hernangomez,SF/PF,4200,2017-10-18
Jon Leuer,PF/C,4200,2017-10-18
Taj Gibson,PF/C,4300,2017-10-18
Seth Curry,PG/SG,4300,2017-10-18
Jonathon Simmons,SG/SF,4300,2017-10-18
Justise Winslow,SF/PF,4300,2017-10-18
Sean Kilpatrick,PG/SG,4300,2017-10-18
Emmanuel Mudiay,PG,4300,2017-10-18
Juan Jose Barea,PG/SG,4400,2017-10-18
Trevor Booker,PF/C,4400,2017-10-18
Bojan Bogdanovic,SF/PF,4400,2017-10-18
Caleb Swanigan,PF,4400,2017-10-18
Yogi Ferrell,PG/SG,4500,2017-10-18
Dewayne Dedmon,C,4500,2017-10-18
Bogdan Bogdanovic,SG/SF,4500,2017-10-18
Dejounte Murray,PG,4100,2017-10-18
Stanley Johnson,SG/SF,4000,2017-10-18
Nicolas Batum,SG/SF,4000,2017-10-18
Tyler Ulis,PG,4000,2017-10-18
Kelly Oubre Jr.,SG/SF,3800,2017-10-18
Jerryd Bayless,PG/SG,3800,2017-10-18
Jahlil Okafor,C,3800,2017-10-18
Bismack Biyombo,PF/C,3800,2017-10-18
Jarrett Allen,PF/C,3800,2017-10-18
Glenn Robinson III,SG/SF,3800,2017-10-18
Joe Johnson,SG/SF,3800,2017-10-18
Thon Maker,PF/C,3800,2017-10-18
Terry Rozier,PG/SG,3800,2017-10-18
Jordan Crawford,PG/SG,3900,2017-10-18
Ian Mahinmi,C,3900,2017-10-18
Boban Marjanovic,C,3700,2017-10-18
Richaun Holmes,PF/C,3900,2017-10-18
Donovan Mitchell,PG/SG,3900,2017-10-18
Kenneth Faried,PF/C,3900,2017-10-18
Jaylen Brown,SG/SF,3900,2017-10-18
Marcus Morris,SF/PF,3900,2017-10-18
Danny Green,SG/SF,4000,2017-10-18
Gorgui Dieng,PF/C,4000,2017-10-18
Jason Smith,PF/C,4000,2017-10-18
Terrence Ross,SG/SF,4000,2017-10-18
Jonathan Isaac,SF/PF,4000,2017-10-18
DeMarre Carroll,SF/PF,4000,2017-10-18
Cory Joseph,PG,4000,2017-10-18
Timofey Mozgov,C,3900,2017-10-18
Shabazz Muhammad,SG/SF,3200,2017-10-18
Russell Westbrook,PG,11000,2017-10-19
Blake Griffin,PF/C,9600,2017-10-19
DeMar DeRozan,SG/SF,8300,2017-10-19
Paul George,SF,8100,2017-10-19
Kyle Lowry,PG,7900,2017-10-19
Kristaps Porzingis,PF/C,7700,2017-10-19
DeAndre Jordan,C,7500,2017-10-19
Carmelo Anthony,SF/PF,7200,2017-10-19
Lonzo Ball,PG,6800,2017-10-19
Brook Lopez,C,6500,2017-10-19
Danilo Gallinari,SF,6200,2017-10-19
Bobby Portis,PF,6000,2017-10-19
Justin Holiday,SG/SF,5900,2017-10-19
Julius Randle,PF/C,5800,2017-10-19
Tim Hardaway Jr.,SG/SF,5800,2017-10-19
Steven Adams,C,5700,2017-10-19
Enes Kanter,PF/C,5600,2017-10-19
Lauri Markkanen,PF,5600,2017-10-19
Nikola Mirotic,PF/C,5500,2017-10-19
Serge Ibaka,PF/C,5400,2017-10-19
Jerian Grant,PG/SG,5300,2017-10-19
Robin Lopez,C,5200,2017-10-19
Brandon Ingram,SG/SF,5100,2017-10-19
Louis Williams,PG/SG,5000,2017-10-19
Kris Dunn,PG,5000,2017-10-19
Guillermo Hernangomez,PF/C,5000,2017-10-19
Denzel Valentine,SG/SF,4900,2017-10-19
Milos Teodosic,PG/SG,4900,2017-10-19
Patrick Beverley,PG/SG,4800,2017-10-19
Jonas Valanciunas,C,4800,2017-10-19
Kyle Kuzma,SF/PF,4800,2017-10-19
Norman Powell,SG/SF,4700,2017-10-19
Austin Rivers,PG/SG,4600,2017-10-19
Zach LaVine,PG/SG,4500,2017-10-19
Kentavious Caldwell-Pope,SG,4400,2017-10-19
Jordan Clarkson,PG/SG,4300,2017-10-19
Larry Nance Jr.,SF/PF,4300,2017-10-19
Paul Zipser,SF/PF,4200,2017-10-19
Ramon Sessions,PG,4100,2017-10-19
Joakim Noah,C,4000,2017-10-19
Courtney Lee,SG/SF,4000,2017-10-19
Cristiano Da Silva Felicio,PF/C,4000,2017-10-19
Michael Beasley,SF/PF,3900,2017-10-19
Ivica Zubac,C,3800,2017-10-19
Luol Deng,SF/PF,3700,2017-10-19
C.J. Miles,SG/SF,3700,2017-10-19
Andre Roberson,SG/SF,3700,2017-10-19
Doug McDermott,SF/PF,3700,2017-10-19
Patrick Patterson,PF/C,3600,2017-10-19
Frank Ntilikina,PG/SG,3600,2017-10-19
Kyle O'Quinn,PF/C,3500,2017-10-19
Delon Wright,PG/SG,3500,2017-10-19
Josh Hart,PG/SG,3500,2017-10-19
Thomas Bryant,PF/C,3400,2017-10-19
Corey Brewer,SG/SF,3300,2017-10-19
Quincy Pondexter,SG/SF,3300,2017-10-19
Lucas Nogueira,PF/C,3300,2017-10-19
Jarrett Jack,PG,3200,2017-10-19
Tyler Ennis,PG/SG,3200,2017-10-19
Sam Dekker,SF/PF,3200,2017-10-19
Kay Felder,PG,3200,2017-10-19
Alex Abrines,SG/SF,3200,2017-10-19
Wesley Johnson,SF/PF,3100,2017-10-19
Raymond Felton,PG/SG,3100,2017-10-19
Jerami Grant,SF/PF,3100,2017-10-19
Mindaugas Kuzminskas,SF,3100,2017-10-19
Jakob Poeltl,PF/C,3100,2017-10-19
Kyle Singler,SG/SF,3000,2017-10-19
K.J. McDaniels,SG/SF,3000,2017-10-19
Andrew Bogut,C,3000,2017-10-19
Nick Collison,PF/C,3000,2017-10-19
Lance Thomas,SF/PF,3000,2017-10-19
Bruno Caboclo,SF,3000,2017-10-19
Lorenzo Brown,PG,3000,2017-10-19
Willie Reed,C,3000,2017-10-19
Malcolm Miller,PF,3000,2017-10-19
Jamil Wilson,SF/PF,3000,2017-10-19
Montrezl Harrell,PF/C,3000,2017-10-19
Josh Huestis,SF/PF,3000,2017-10-19
Cameron Payne,PG/SG,3000,2017-10-19
C.J. Williams,SG,3000,2017-10-19
Brice Johnson,PF/C,3000,2017-10-19
Ron Baker,PG/SG,3000,2017-10-19
Ryan Arcidiacono,PG,3000,2017-10-19
Pascal Siakam,PF,3000,2017-10-19
Fred VanVleet,PG,3000,2017-10-19
David Nwaba,PG/SG,3000,2017-10-19
Antonio Blakeney,PG,3000,2017-10-19
Sindarius Thornwell,SG,3000,2017-10-19
Jawun Evans,PG,3000,2017-10-19
Alex Caruso,PG/SG,3000,2017-10-19
Damyean Dotson,SG,3000,2017-10-19
Luke Kornet,PF,3000,2017-10-19
Dakari Johnson,C,3000,2017-10-19
Terrance Ferguson,SG/SF,3000,2017-10-19
OG Anunoby,SG/SF,3000,2017-10-19
Alfonzo McKinnie,PF,3000,2017-10-19
PJ Dozier,PG,3000,2017-10-19
Daniel Hamilton,SF,3000,2017-10-19
Giannis Antetokounmpo,PG/SF,10800,2017-10-20
Anthony Davis,PF/C,10600,2017-10-20
LeBron James,SF/PF,10500,2017-10-20
DeMarcus Cousins,PF/C,10400,2017-10-20
John Wall,PG,9800,2017-10-20
Kevin Durant,SF/PF,9600,2017-10-20
Damian Lillard,PG,9300,2017-10-20
Karl-Anthony Towns,C,9100,2017-10-20
Stephen Curry,PG/SG,8800,2017-10-20
Kyrie Irving,PG,8600,2017-10-20
Rudy Gobert,C,8200,2017-10-20
Joel Embiid,C,8000,2017-10-20
Myles Turner,C,7900,2017-10-20
Kemba Walker,PG,7800,2017-10-20
Jimmy Butler,SG,7700,2017-10-20
Nikola Vucevic,C,7600,2017-10-20
Andre Drummond,C,7600,2017-10-20
Dennis Schroder,PG,7600,2017-10-20
Kevin Love,PF/C,7500,2017-10-20
Ben Simmons,PG/SF,7500,2017-10-20
Eric Bledsoe,PG/SG,7400,2017-10-20
Elfrid Payton,PG,7300,2017-10-20
Draymond Green,PF/C,7300,2017-10-20
D'Angelo Russell,PG,7300,2017-10-20
C.J. McCollum,PG/SG,7200,2017-10-20
Ricky Rubio,PG,7100,2017-10-20
Bradley Beal,SG,7100,2017-10-20
Aaron Gordon,SF/PF,7000,2017-10-20
Jusuf Nurkic,C,7000,2017-10-20
Devin Booker,SG/SF,7000,2017-10-20
Victor Oladipo,PG/SG,6900,2017-10-20
Al Horford,PF/C,6800,2017-10-20
Lonzo Ball,PG,6800,2017-10-20
Dwight Howard,C,6700,2017-10-20
Dennis Smith Jr.,PG/SG,6600,2017-10-20
Isaiah Thomas,PG,6500,2017-10-20
Klay Thompson,SG,6500,2017-10-20
Brook Lopez,C,6500,2017-10-20
Khris Middleton,SG/SF,6400,2017-10-20
Andrew Wiggins,SF/PF,6300,2017-10-20
Willie Cauley-Stein,PF/C,6200,2017-10-20
Jrue Holiday,PG/SG,6100,2017-10-20
Marcus Smart,SG/SF,6000,2017-10-20
Tobias Harris,SF/PF,5900,2017-10-20
Jeremy Lin,SG,5900,2017-10-20
Julius Randle,PF/C,5800,2017-10-20
Thaddeus Young,SF/PF,5800,2017-10-20
Darren Collison,PG,5800,2017-10-20
Jayson Tatum,SF/PF,5800,2017-10-20
Robert Covington,SF/PF,5700,2017-10-20
Harrison Barnes,SF/PF,5700,2017-10-20
Jeremy Lamb,SG/SF,5700,2017-10-20
Jeff Teague,PG,5600,2017-10-20
Marcin Gortat,C,5600,2017-10-20
Zach Randolph,PF/C,5500,2017-10-20
Derrick Favors,PF/C,5500,2017-10-20
Nerlens Noel,C,5500,2017-10-20
Otto Porter,SF/PF,5500,2017-10-20
Jaylen Brown,SG/SF,5500,2017-10-20
Evan Fournier,SG/SF,5400,2017-10-20
Rajon Rondo,PG,5400,2017-10-20
Avery Bradley,PG/SG,5400,2017-10-20
Reggie Jackson,PG,5400,2017-10-20
Rondae Hollis-Jefferson,SF/PF,5400,2017-10-20
